epoch,lr-AdamW/pg1,lr-AdamW/pg2,step,train_loss,val_loss
,2.3333333333333336e-05,2.3333333333333336e-05,49,,
0,,,49,7.339685440063477,
,4.714285714285714e-05,4.714285714285714e-05,99,,
0,,,99,5.828161716461182,
,7.095238095238096e-05,7.095238095238096e-05,149,,
0,,,149,3.706591844558716,
,9.476190476190476e-05,9.476190476190476e-05,199,,
0,,,199,4.278560161590576,
,9.793977812995247e-05,9.793977812995247e-05,249,,
0,,,249,3.9543378353118896,
,9.529846804014792e-05,9.529846804014792e-05,299,,
0,,,299,3.8994522094726562,
,9.265715795034337e-05,9.265715795034337e-05,349,,
0,,,349,3.128873586654663,
,9.001584786053883e-05,9.001584786053883e-05,399,,
0,,,399,3.3921751976013184,
,8.737453777073428e-05,8.737453777073428e-05,449,,
0,,,449,3.5276150703430176,
,8.473322768092975e-05,8.473322768092975e-05,499,,
0,,,499,2.7416486740112305,
,8.20919175911252e-05,8.20919175911252e-05,549,,
0,,,549,3.0657432079315186,
,7.945060750132066e-05,7.945060750132066e-05,599,,
0,,,599,3.2764151096343994,
,7.680929741151611e-05,7.680929741151611e-05,649,,
0,,,649,3.444127321243286,
,7.416798732171158e-05,7.416798732171158e-05,699,,
0,,,699,3.4908804893493652,
,7.152667723190702e-05,7.152667723190702e-05,749,,
0,,,749,2.8906357288360596,
,6.888536714210249e-05,6.888536714210249e-05,799,,
0,,,799,3.404874086380005,
,6.624405705229794e-05,6.624405705229794e-05,849,,
0,,,849,3.4763739109039307,
,6.36027469624934e-05,6.36027469624934e-05,899,,
0,,,899,2.6026151180267334,
,6.096143687268886e-05,6.096143687268886e-05,949,,
0,,,949,3.1711032390594482,
,5.832012678288431e-05,5.832012678288431e-05,999,,
0,,,999,2.97017765045166,
,5.567881669307977e-05,5.567881669307977e-05,1049,,
0,,,1049,3.772672176361084,
,5.303750660327522e-05,5.303750660327522e-05,1099,,
0,,,1099,3.2584645748138428,
,5.039619651347068e-05,5.039619651347068e-05,1149,,
0,,,1149,2.6377789974212646,
,4.775488642366614e-05,4.775488642366614e-05,1199,,
0,,,1199,2.48053240776062,
,4.5113576333861596e-05,4.5113576333861596e-05,1249,,
0,,,1249,3.0809166431427,
,4.247226624405705e-05,4.247226624405705e-05,1299,,
0,,,1299,2.709524631500244,
,3.983095615425251e-05,3.983095615425251e-05,1349,,
0,,,1349,3.1069257259368896,
,3.718964606444797e-05,3.718964606444797e-05,1399,,
0,,,1399,2.9456698894500732,
,3.4548335974643426e-05,3.4548335974643426e-05,1449,,
0,,,1449,2.803440809249878,
,3.190702588483888e-05,3.190702588483888e-05,1499,,
0,,,1499,2.984848737716675,
,2.9265715795034338e-05,2.9265715795034338e-05,1549,,
0,,,1549,2.551460027694702,
,2.6624405705229792e-05,2.6624405705229792e-05,1599,,
0,,,1599,3.02493953704834,
,2.3983095615425253e-05,2.3983095615425253e-05,1649,,
0,,,1649,2.9877493381500244,
,2.1341785525620707e-05,2.1341785525620707e-05,1699,,
0,,,1699,2.8515684604644775,
,1.8700475435816164e-05,1.8700475435816164e-05,1749,,
0,,,1749,2.6700851917266846,
,1.6059165346011622e-05,1.6059165346011622e-05,1799,,
0,,,1799,3.1410434246063232,
,1.341785525620708e-05,1.341785525620708e-05,1849,,
0,,,1849,2.69604754447937,
,1.0776545166402537e-05,1.0776545166402537e-05,1899,,
0,,,1899,3.334331750869751,
,8.135235076597993e-06,8.135235076597993e-06,1949,,
0,,,1949,3.0037777423858643,
,5.49392498679345e-06,5.49392498679345e-06,1999,,
0,,,1999,2.4532628059387207,
,2.8526148969889066e-06,2.8526148969889066e-06,2049,,
0,,,2049,2.9377737045288086,
,2.1130480718436346e-07,2.1130480718436346e-07,2099,,
0,,,2099,2.899027109146118,
0,,,2102,,0.0
