epoch,lr-AdamW/pg1,lr-AdamW/pg2,step,train_loss,val_loss
,2.3333333333333336e-05,2.3333333333333336e-05,49,,
0,,,49,9.607193946838379,
,4.714285714285714e-05,4.714285714285714e-05,99,,
0,,,99,6.317513942718506,
,7.095238095238096e-05,7.095238095238096e-05,149,,
0,,,149,4.968870639801025,
,9.476190476190476e-05,9.476190476190476e-05,199,,
0,,,199,4.142332077026367,
,9.793977812995247e-05,9.793977812995247e-05,249,,
0,,,249,3.211170196533203,
,9.529846804014792e-05,9.529846804014792e-05,299,,
0,,,299,3.553453207015991,
,9.265715795034337e-05,9.265715795034337e-05,349,,
0,,,349,4.008355140686035,
,9.001584786053883e-05,9.001584786053883e-05,399,,
0,,,399,3.391831874847412,
,8.737453777073428e-05,8.737453777073428e-05,449,,
0,,,449,3.2994778156280518,
,8.473322768092975e-05,8.473322768092975e-05,499,,
0,,,499,3.1820085048675537,
,8.20919175911252e-05,8.20919175911252e-05,549,,
0,,,549,3.7525644302368164,
,7.945060750132066e-05,7.945060750132066e-05,599,,
0,,,599,3.1450891494750977,
,7.680929741151611e-05,7.680929741151611e-05,649,,
0,,,649,3.308992385864258,
,7.416798732171158e-05,7.416798732171158e-05,699,,
0,,,699,2.8005728721618652,
,7.152667723190702e-05,7.152667723190702e-05,749,,
0,,,749,3.5314128398895264,
,6.888536714210249e-05,6.888536714210249e-05,799,,
0,,,799,3.332948684692383,
,6.624405705229794e-05,6.624405705229794e-05,849,,
0,,,849,2.927757740020752,
,6.36027469624934e-05,6.36027469624934e-05,899,,
0,,,899,2.210095167160034,
,6.096143687268886e-05,6.096143687268886e-05,949,,
0,,,949,3.121328353881836,
,5.832012678288431e-05,5.832012678288431e-05,999,,
0,,,999,3.188175916671753,
,5.567881669307977e-05,5.567881669307977e-05,1049,,
0,,,1049,2.928455352783203,
,5.303750660327522e-05,5.303750660327522e-05,1099,,
0,,,1099,2.881824016571045,
,5.039619651347068e-05,5.039619651347068e-05,1149,,
0,,,1149,2.33703875541687,
,4.775488642366614e-05,4.775488642366614e-05,1199,,
0,,,1199,3.1018102169036865,
,4.5113576333861596e-05,4.5113576333861596e-05,1249,,
0,,,1249,2.6350553035736084,
,4.247226624405705e-05,4.247226624405705e-05,1299,,
0,,,1299,2.4744930267333984,
,3.983095615425251e-05,3.983095615425251e-05,1349,,
0,,,1349,2.7646331787109375,
,3.718964606444797e-05,3.718964606444797e-05,1399,,
0,,,1399,3.422910213470459,
,3.4548335974643426e-05,3.4548335974643426e-05,1449,,
0,,,1449,3.1171019077301025,
,3.190702588483888e-05,3.190702588483888e-05,1499,,
0,,,1499,3.0949599742889404,
,2.9265715795034338e-05,2.9265715795034338e-05,1549,,
0,,,1549,2.5668094158172607,
,2.6624405705229792e-05,2.6624405705229792e-05,1599,,
0,,,1599,2.625134229660034,
,2.3983095615425253e-05,2.3983095615425253e-05,1649,,
0,,,1649,2.541266679763794,
,2.1341785525620707e-05,2.1341785525620707e-05,1699,,
0,,,1699,2.7515132427215576,
,1.8700475435816164e-05,1.8700475435816164e-05,1749,,
0,,,1749,3.0032358169555664,
,1.6059165346011622e-05,1.6059165346011622e-05,1799,,
0,,,1799,3.0088701248168945,
,1.341785525620708e-05,1.341785525620708e-05,1849,,
0,,,1849,2.502690076828003,
,1.0776545166402537e-05,1.0776545166402537e-05,1899,,
0,,,1899,2.9081954956054688,
,8.135235076597993e-06,8.135235076597993e-06,1949,,
0,,,1949,2.622605085372925,
,5.49392498679345e-06,5.49392498679345e-06,1999,,
0,,,1999,1.8551630973815918,
,2.8526148969889066e-06,2.8526148969889066e-06,2049,,
0,,,2049,3.0873725414276123,
,2.1130480718436346e-07,2.1130480718436346e-07,2099,,
0,,,2099,2.2930257320404053,
0,,,2102,,0.0
