epoch,lr-AdamW/pg1,lr-AdamW/pg2,step,train_loss,val_loss
1,,,3299,2.2419583797454834,
,9.341681196174777e-05,9.341681196174777e-05,3349,,
1,,,3349,2.901195764541626,
,9.315263908701854e-05,9.315263908701854e-05,3399,,
1,,,3399,2.5500247478485107,
,9.288846621228932e-05,9.288846621228932e-05,3449,,
1,,,3449,2.5220932960510254,
,9.26242933375601e-05,9.26242933375601e-05,3499,,
1,,,3499,2.707796573638916,
,9.236012046283088e-05,9.236012046283088e-05,3549,,
1,,,3549,2.596639633178711,
,9.209594758810166e-05,9.209594758810166e-05,3599,,
1,,,3599,2.3976948261260986,
,9.183177471337243e-05,9.183177471337243e-05,3649,,
1,,,3649,2.1589789390563965,
,9.156760183864321e-05,9.156760183864321e-05,3699,,
1,,,3699,2.503532886505127,
,9.1303428963914e-05,9.1303428963914e-05,3749,,
1,,,3749,2.286069631576538,
,9.103925608918476e-05,9.103925608918476e-05,3799,,
1,,,3799,1.965606927871704,
,9.077508321445555e-05,9.077508321445555e-05,3849,,
1,,,3849,2.8124749660491943,
,9.051091033972632e-05,9.051091033972632e-05,3899,,
1,,,3899,2.590512275695801,
,9.02467374649971e-05,9.02467374649971e-05,3949,,
1,,,3949,2.471768379211426,
,8.998256459026787e-05,8.998256459026787e-05,3999,,
1,,,3999,2.149759292602539,
,8.971839171553865e-05,8.971839171553865e-05,4049,,
1,,,4049,2.153175115585327,
,8.945421884080943e-05,8.945421884080943e-05,4099,,
1,,,4099,2.2529375553131104,
,8.91900459660802e-05,8.91900459660802e-05,4149,,
1,,,4149,2.1756069660186768,
,8.892587309135099e-05,8.892587309135099e-05,4199,,
1,,,4199,2.4077281951904297,
1,,,4205,,0.0
,8.866170021662176e-05,8.866170021662176e-05,4249,,
2,,,4249,2.4393978118896484,
,8.839752734189254e-05,8.839752734189254e-05,4299,,
2,,,4299,2.1787662506103516,
,8.813335446716332e-05,8.813335446716332e-05,4349,,
2,,,4349,2.087282657623291,
,8.786918159243409e-05,8.786918159243409e-05,4399,,
2,,,4399,2.919219732284546,
,8.760500871770487e-05,8.760500871770487e-05,4449,,
2,,,4449,2.343632459640503,
,8.734083584297564e-05,8.734083584297564e-05,4499,,
2,,,4499,2.032053232192993,
,8.707666296824643e-05,8.707666296824643e-05,4549,,
2,,,4549,2.36991024017334,
,8.681249009351721e-05,8.681249009351721e-05,4599,,
2,,,4599,2.4255199432373047,
,8.654831721878798e-05,8.654831721878798e-05,4649,,
2,,,4649,1.9066977500915527,
,8.628414434405876e-05,8.628414434405876e-05,4699,,
2,,,4699,2.730156660079956,
,8.601997146932953e-05,8.601997146932953e-05,4749,,
2,,,4749,2.5865108966827393,
,8.575579859460031e-05,8.575579859460031e-05,4799,,
2,,,4799,2.2071757316589355,
,8.549162571987108e-05,8.549162571987108e-05,4849,,
2,,,4849,2.0356862545013428,
,8.522745284514187e-05,8.522745284514187e-05,4899,,
2,,,4899,2.205777883529663,
,8.496327997041265e-05,8.496327997041265e-05,4949,,
2,,,4949,2.259730815887451,
,8.469910709568342e-05,8.469910709568342e-05,4999,,
2,,,4999,2.0553345680236816,
,8.44349342209542e-05,8.44349342209542e-05,5049,,
2,,,5049,2.2033913135528564,
,8.417076134622497e-05,8.417076134622497e-05,5099,,
2,,,5099,2.7168848514556885,
,8.390658847149575e-05,8.390658847149575e-05,5149,,
2,,,5149,2.4334921836853027,
,8.364241559676654e-05,8.364241559676654e-05,5199,,
2,,,5199,2.177976131439209,
,8.337824272203731e-05,8.337824272203731e-05,5249,,
2,,,5249,2.087101697921753,
,8.311406984730809e-05,8.311406984730809e-05,5299,,
2,,,5299,1.8334332704544067,
,8.284989697257886e-05,8.284989697257886e-05,5349,,
2,,,5349,2.2515103816986084,
,8.258572409784964e-05,8.258572409784964e-05,5399,,
2,,,5399,2.4592998027801514,
,8.232155122312043e-05,8.232155122312043e-05,5449,,
2,,,5449,2.3988888263702393,
,8.20573783483912e-05,8.20573783483912e-05,5499,,
2,,,5499,2.3296446800231934,
,8.179320547366198e-05,8.179320547366198e-05,5549,,
2,,,5549,2.9756667613983154,
,8.152903259893275e-05,8.152903259893275e-05,5599,,
2,,,5599,1.56803560256958,
,8.126485972420353e-05,8.126485972420353e-05,5649,,
2,,,5649,2.1895828247070312,
,8.10006868494743e-05,8.10006868494743e-05,5699,,
2,,,5699,2.7426400184631348,
,8.073651397474508e-05,8.073651397474508e-05,5749,,
2,,,5749,2.8030264377593994,
,8.047234110001585e-05,8.047234110001585e-05,5799,,
2,,,5799,2.7693285942077637,
,8.020816822528664e-05,8.020816822528664e-05,5849,,
2,,,5849,1.7904967069625854,
,7.99439953505574e-05,7.99439953505574e-05,5899,,
2,,,5899,2.7196569442749023,
,7.967982247582819e-05,7.967982247582819e-05,5949,,
2,,,5949,2.5366573333740234,
,7.941564960109896e-05,7.941564960109896e-05,5999,,
2,,,5999,2.7686336040496826,
,7.915147672636974e-05,7.915147672636974e-05,6049,,
2,,,6049,2.1036620140075684,
,7.888730385164051e-05,7.888730385164051e-05,6099,,
2,,,6099,2.5155885219573975,
,7.862313097691129e-05,7.862313097691129e-05,6149,,
2,,,6149,2.436767578125,
,7.835895810218206e-05,7.835895810218206e-05,6199,,
2,,,6199,2.477156639099121,
,7.809478522745284e-05,7.809478522745284e-05,6249,,
2,,,6249,2.6662330627441406,
,7.783061235272363e-05,7.783061235272363e-05,6299,,
2,,,6299,1.9707857370376587,
2,,,6308,,0.0
,7.75664394779944e-05,7.75664394779944e-05,6349,,
3,,,6349,1.8581829071044922,
,7.730226660326518e-05,7.730226660326518e-05,6399,,
3,,,6399,2.129425048828125,
,7.703809372853595e-05,7.703809372853595e-05,6449,,
3,,,6449,1.764953851699829,
,7.677392085380673e-05,7.677392085380673e-05,6499,,
3,,,6499,2.29781174659729,
,7.650974797907752e-05,7.650974797907752e-05,6549,,
3,,,6549,2.258763551712036,
,7.624557510434828e-05,7.624557510434828e-05,6599,,
3,,,6599,2.251866102218628,
,7.598140222961907e-05,7.598140222961907e-05,6649,,
3,,,6649,1.9537572860717773,
,7.571722935488984e-05,7.571722935488984e-05,6699,,
3,,,6699,1.8206586837768555,
,7.545305648016062e-05,7.545305648016062e-05,6749,,
3,,,6749,2.6122426986694336,
,7.518888360543139e-05,7.518888360543139e-05,6799,,
3,,,6799,2.2187390327453613,
,7.492471073070217e-05,7.492471073070217e-05,6849,,
3,,,6849,2.062516212463379,
,7.466053785597296e-05,7.466053785597296e-05,6899,,
3,,,6899,2.6954715251922607,
,7.439636498124372e-05,7.439636498124372e-05,6949,,
3,,,6949,2.5486819744110107,
,7.413219210651451e-05,7.413219210651451e-05,6999,,
3,,,6999,2.387275457382202,
,7.386801923178528e-05,7.386801923178528e-05,7049,,
3,,,7049,1.9260026216506958,
,7.360384635705606e-05,7.360384635705606e-05,7099,,
3,,,7099,2.563858985900879,
