epoch,lr-AdamW/pg1,lr-AdamW/pg2,step,train_loss,train_vicreg_loss,val_loss,val_vicreg_loss
,8.998063039267476e-05,8.998063039267476e-05,1199,,,,
0,,,1199,5.259784698486328,5.259784698486328,,
,8.910019369607326e-05,8.910019369607326e-05,1249,,,,
0,,,1249,5.213391304016113,5.213391304016113,,
,8.821975699947175e-05,8.821975699947175e-05,1299,,,,
0,,,1299,5.209695816040039,5.209695816040039,,
,8.733932030287023e-05,8.733932030287023e-05,1349,,,,
0,,,1349,5.196974754333496,5.196974754333496,,
,8.645888360626871e-05,8.645888360626871e-05,1399,,,,
0,,,1399,5.158431529998779,5.158431529998779,,
,8.55784469096672e-05,8.55784469096672e-05,1449,,,,
0,,,1449,5.157137870788574,5.157137870788574,,
,8.469801021306568e-05,8.469801021306568e-05,1499,,,,
0,,,1499,5.154924392700195,5.154924392700195,,
,8.381757351646417e-05,8.381757351646417e-05,1549,,,,
0,,,1549,5.156312942504883,5.156312942504883,,
,8.293713681986266e-05,8.293713681986266e-05,1599,,,,
0,,,1599,5.154112815856934,5.154112815856934,,
,8.205670012326114e-05,8.205670012326114e-05,1649,,,,
0,,,1649,5.153415679931641,5.153415679931641,,
,8.117626342665963e-05,8.117626342665963e-05,1699,,,,
0,,,1699,5.151924133300781,5.151924133300781,,
,8.029582673005811e-05,8.029582673005811e-05,1749,,,,
0,,,1749,5.150378704071045,5.150378704071045,,
,7.941539003345659e-05,7.941539003345659e-05,1799,,,,
0,,,1799,5.150330066680908,5.150330066680908,,
,7.853495333685509e-05,7.853495333685509e-05,1849,,,,
0,,,1849,5.149858474731445,5.149858474731445,,
,7.765451664025357e-05,7.765451664025357e-05,1899,,,,
0,,,1899,5.148698329925537,5.148698329925537,,
,7.677407994365206e-05,7.677407994365206e-05,1949,,,,
0,,,1949,5.14784049987793,5.14784049987793,,
,7.589364324705054e-05,7.589364324705054e-05,1999,,,,
0,,,1999,5.147818088531494,5.147818088531494,,
,7.501320655044902e-05,7.501320655044902e-05,2049,,,,
0,,,2049,5.1477227210998535,5.1477227210998535,,
,7.413276985384751e-05,7.413276985384751e-05,2099,,,,
0,,,2099,5.147222518920898,5.147222518920898,,
0,,,2102,,,5.140814304351807,5.140814304351807
,7.3252333157246e-05,7.3252333157246e-05,2149,,,,
1,,,2149,5.145951747894287,5.145951747894287,,
,7.237189646064449e-05,7.237189646064449e-05,2199,,,,
1,,,2199,5.145384788513184,5.145384788513184,,
,7.149145976404297e-05,7.149145976404297e-05,2249,,,,
1,,,2249,5.145683288574219,5.145683288574219,,
,7.061102306744145e-05,7.061102306744145e-05,2299,,,,
1,,,2299,5.145508766174316,5.145508766174316,,
,6.973058637083994e-05,6.973058637083994e-05,2349,,,,
1,,,2349,5.144907474517822,5.144907474517822,,
,6.885014967423842e-05,6.885014967423842e-05,2399,,,,
1,,,2399,5.144880294799805,5.144880294799805,,
,6.796971297763692e-05,6.796971297763692e-05,2449,,,,
1,,,2449,5.144179821014404,5.144179821014404,,
,6.70892762810354e-05,6.70892762810354e-05,2499,,,,
1,,,2499,5.1438093185424805,5.1438093185424805,,
,6.620883958443388e-05,6.620883958443388e-05,2549,,,,
1,,,2549,5.143595218658447,5.143595218658447,,
,6.532840288783236e-05,6.532840288783236e-05,2599,,,,
1,,,2599,5.143619060516357,5.143619060516357,,
,6.444796619123085e-05,6.444796619123085e-05,2649,,,,
1,,,2649,5.1430583000183105,5.1430583000183105,,
,6.356752949462935e-05,6.356752949462935e-05,2699,,,,
1,,,2699,5.142597198486328,5.142597198486328,,
,6.268709279802783e-05,6.268709279802783e-05,2749,,,,
1,,,2749,5.142399311065674,5.142399311065674,,
,6.18066561014263e-05,6.18066561014263e-05,2799,,,,
1,,,2799,5.142404079437256,5.142404079437256,,
,6.092621940482479e-05,6.092621940482479e-05,2849,,,,
1,,,2849,5.141724109649658,5.141724109649658,,
,6.0045782708223286e-05,6.0045782708223286e-05,2899,,,,
1,,,2899,5.141584396362305,5.141584396362305,,
,5.9165346011621766e-05,5.9165346011621766e-05,2949,,,,
1,,,2949,5.141440391540527,5.141440391540527,,
,5.828490931502025e-05,5.828490931502025e-05,2999,,,,
1,,,2999,5.14140510559082,5.14140510559082,,
,5.7404472618418734e-05,5.7404472618418734e-05,3049,,,,
1,,,3049,5.140953063964844,5.140953063964844,,
,5.652403592181722e-05,5.652403592181722e-05,3099,,,,
1,,,3099,5.140892505645752,5.140892505645752,,
,5.5643599225215714e-05,5.5643599225215714e-05,3149,,,,
1,,,3149,5.1410980224609375,5.1410980224609375,,
,5.47631625286142e-05,5.47631625286142e-05,3199,,,,
1,,,3199,5.140653610229492,5.140653610229492,,
,5.388272583201268e-05,5.388272583201268e-05,3249,,,,
1,,,3249,5.1403913497924805,5.1403913497924805,,
,5.300228913541117e-05,5.300228913541117e-05,3299,,,,
1,,,3299,5.1402587890625,5.1402587890625,,
,5.212185243880965e-05,5.212185243880965e-05,3349,,,,
1,,,3349,5.140501976013184,5.140501976013184,,
,5.124141574220814e-05,5.124141574220814e-05,3399,,,,
1,,,3399,5.140537261962891,5.140537261962891,,
,5.036097904560663e-05,5.036097904560663e-05,3449,,,,
1,,,3449,5.139963626861572,5.139963626861572,,
,4.948054234900511e-05,4.948054234900511e-05,3499,,,,
1,,,3499,5.139718532562256,5.139718532562256,,
,4.8600105652403596e-05,4.8600105652403596e-05,3549,,,,
1,,,3549,5.139362812042236,5.139362812042236,,
,4.7719668955802083e-05,4.7719668955802083e-05,3599,,,,
1,,,3599,5.139393329620361,5.139393329620361,,
,4.6839232259200564e-05,4.6839232259200564e-05,3649,,,,
1,,,3649,5.139496803283691,5.139496803283691,,
,4.595879556259905e-05,4.595879556259905e-05,3699,,,,
1,,,3699,5.139340400695801,5.139340400695801,,
,4.507835886599754e-05,4.507835886599754e-05,3749,,,,
1,,,3749,5.139142990112305,5.139142990112305,,
,4.4197922169396025e-05,4.4197922169396025e-05,3799,,,,
1,,,3799,5.13880729675293,5.13880729675293,,
,4.3317485472794505e-05,4.3317485472794505e-05,3849,,,,
1,,,3849,5.139017105102539,5.139017105102539,,
,4.243704877619299e-05,4.243704877619299e-05,3899,,,,
1,,,3899,5.138775825500488,5.138775825500488,,
,4.155661207959148e-05,4.155661207959148e-05,3949,,,,
1,,,3949,5.1385884284973145,5.1385884284973145,,
,4.0676175382989966e-05,4.0676175382989966e-05,3999,,,,
1,,,3999,5.1386494636535645,5.1386494636535645,,
,3.979573868638845e-05,3.979573868638845e-05,4049,,,,
1,,,4049,5.138408660888672,5.138408660888672,,
,3.891530198978693e-05,3.891530198978693e-05,4099,,,,
1,,,4099,5.138613700866699,5.138613700866699,,
,3.8034865293185427e-05,3.8034865293185427e-05,4149,,,,
1,,,4149,5.138272762298584,5.138272762298584,,
,3.715442859658391e-05,3.715442859658391e-05,4199,,,,
1,,,4199,5.138142108917236,5.138142108917236,,
1,,,4205,,,5.133912086486816,5.133912086486816
,3.6273991899982394e-05,3.6273991899982394e-05,4249,,,,
2,,,4249,5.138428211212158,5.138428211212158,,
,3.539355520338088e-05,3.539355520338088e-05,4299,,,,
2,,,4299,5.138143539428711,5.138143539428711,,
,3.451311850677936e-05,3.451311850677936e-05,4349,,,,
2,,,4349,5.1380109786987305,5.1380109786987305,,
,3.3632681810177855e-05,3.3632681810177855e-05,4399,,,,
2,,,4399,5.137795925140381,5.137795925140381,,
,3.2752245113576335e-05,3.2752245113576335e-05,4449,,,,
2,,,4449,5.137735366821289,5.137735366821289,,
,3.187180841697482e-05,3.187180841697482e-05,4499,,,,
2,,,4499,5.13776969909668,5.13776969909668,,
,3.099137172037331e-05,3.099137172037331e-05,4549,,,,
2,,,4549,5.137831687927246,5.137831687927246,,
,3.0110935023771792e-05,3.0110935023771792e-05,4599,,,,
2,,,4599,5.137667655944824,5.137667655944824,,
,2.923049832717028e-05,2.923049832717028e-05,4649,,,,
2,,,4649,5.13771915435791,5.13771915435791,,
,2.8350061630568763e-05,2.8350061630568763e-05,4699,,,,
2,,,4699,5.137964248657227,5.137964248657227,,
,2.7469624933967246e-05,2.7469624933967246e-05,4749,,,,
2,,,4749,5.137212753295898,5.137212753295898,,
,2.6589188237365737e-05,2.6589188237365737e-05,4799,,,,
2,,,4799,5.137293815612793,5.137293815612793,,
,2.570875154076422e-05,2.570875154076422e-05,4849,,,,
2,,,4849,5.137157917022705,5.137157917022705,,
,2.4828314844162707e-05,2.4828314844162707e-05,4899,,,,
2,,,4899,5.137082099914551,5.137082099914551,,
,2.394787814756119e-05,2.394787814756119e-05,4949,,,,
2,,,4949,5.136994361877441,5.136994361877441,,
,2.3067441450959675e-05,2.3067441450959675e-05,4999,,,,
2,,,4999,5.137021064758301,5.137021064758301,,
,2.218700475435816e-05,2.218700475435816e-05,5049,,,,
2,,,5049,5.137238502502441,5.137238502502441,,
,2.130656805775665e-05,2.130656805775665e-05,5099,,,,
2,,,5099,5.137052536010742,5.137052536010742,,
,2.0426131361155135e-05,2.0426131361155135e-05,5149,,,,
2,,,5149,5.136960029602051,5.136960029602051,,
,1.954569466455362e-05,1.954569466455362e-05,5199,,,,
2,,,5199,5.136943817138672,5.136943817138672,,
,1.8665257967952106e-05,1.8665257967952106e-05,5249,,,,
2,,,5249,5.1369428634643555,5.1369428634643555,,
,1.778482127135059e-05,1.778482127135059e-05,5299,,,,
2,,,5299,5.136792182922363,5.136792182922363,,
,1.6904384574749077e-05,1.6904384574749077e-05,5349,,,,
2,,,5349,5.1367597579956055,5.1367597579956055,,
,1.6023947878147564e-05,1.6023947878147564e-05,5399,,,,
2,,,5399,5.13665771484375,5.13665771484375,,
,1.5143511181546047e-05,1.5143511181546047e-05,5449,,,,
2,,,5449,5.136552810668945,5.136552810668945,,
,1.4263074484944532e-05,1.4263074484944532e-05,5499,,,,
2,,,5499,5.13660192489624,5.13660192489624,,
,1.338263778834302e-05,1.338263778834302e-05,5549,,,,
2,,,5549,5.136785507202148,5.136785507202148,,
,1.2502201091741506e-05,1.2502201091741506e-05,5599,,,,
2,,,5599,5.1364641189575195,5.1364641189575195,,
,1.162176439513999e-05,1.162176439513999e-05,5649,,,,
2,,,5649,5.136386871337891,5.136386871337891,,
,1.0741327698538475e-05,1.0741327698538475e-05,5699,,,,
2,,,5699,5.136621475219727,5.136621475219727,,
,9.860891001936962e-06,9.860891001936962e-06,5749,,,,
2,,,5749,5.136380195617676,5.136380195617676,,
,8.980454305335446e-06,8.980454305335446e-06,5799,,,,
2,,,5799,5.136371612548828,5.136371612548828,,
,8.100017608733933e-06,8.100017608733933e-06,5849,,,,
2,,,5849,5.136277198791504,5.136277198791504,,
,7.219580912132418e-06,7.219580912132418e-06,5899,,,,
2,,,5899,5.136238098144531,5.136238098144531,,
,6.339144215530904e-06,6.339144215530904e-06,5949,,,,
2,,,5949,5.136345863342285,5.136345863342285,,
,5.458707518929389e-06,5.458707518929389e-06,5999,,,,
2,,,5999,5.1361589431762695,5.1361589431762695,,
,4.578270822327875e-06,4.578270822327875e-06,6049,,,,
2,,,6049,5.136096000671387,5.136096000671387,,
,3.6978341257263604e-06,3.6978341257263604e-06,6099,,,,
2,,,6099,5.136232852935791,5.136232852935791,,
,2.817397429124846e-06,2.817397429124846e-06,6149,,,,
2,,,6149,5.136013984680176,5.136013984680176,,
,1.936960732523332e-06,1.936960732523332e-06,6199,,,,
2,,,6199,5.136119842529297,5.136119842529297,,
,1.0565240359218173e-06,1.0565240359218173e-06,6249,,,,
2,,,6249,5.136061668395996,5.136061668395996,,
,1.7608733932030288e-07,1.7608733932030288e-07,6299,,,,
2,,,6299,5.1359639167785645,5.1359639167785645,,
2,,,6308,,,5.1306047439575195,5.1306047439575195
