epoch,lr-AdamW/pg1,lr-AdamW/pg2,step,train_loss,val_loss
,5.338882282996434e-05,5.338882282996434e-05,449,,
,5.338882282996434e-05,5.338882282996434e-05,449,,
,5.338882282996434e-05,5.338882282996434e-05,449,,
,5.338882282996434e-05,5.338882282996434e-05,449,,
,5.338882282996434e-05,5.338882282996434e-05,449,,
,5.338882282996434e-05,5.338882282996434e-05,449,,
,5.338882282996434e-05,5.338882282996434e-05,449,,
0,,,449,2.3412091732025146,
,5.933412604042806e-05,5.933412604042806e-05,499,,
,5.933412604042806e-05,5.933412604042806e-05,499,,
,5.933412604042806e-05,5.933412604042806e-05,499,,
,5.933412604042806e-05,5.933412604042806e-05,499,,
,5.933412604042806e-05,5.933412604042806e-05,499,,
,5.933412604042806e-05,5.933412604042806e-05,499,,
,5.933412604042806e-05,5.933412604042806e-05,499,,
,5.933412604042806e-05,5.933412604042806e-05,499,,
0,,,499,3.2730071544647217,
,6.52794292508918e-05,6.52794292508918e-05,549,,
,6.52794292508918e-05,6.52794292508918e-05,549,,
,6.52794292508918e-05,6.52794292508918e-05,549,,
,6.52794292508918e-05,6.52794292508918e-05,549,,
,6.52794292508918e-05,6.52794292508918e-05,549,,
,6.52794292508918e-05,6.52794292508918e-05,549,,
,6.52794292508918e-05,6.52794292508918e-05,549,,
,6.52794292508918e-05,6.52794292508918e-05,549,,
0,,,549,2.6609199047088623,
,7.122473246135553e-05,7.122473246135553e-05,599,,
,7.122473246135553e-05,7.122473246135553e-05,599,,
,7.122473246135553e-05,7.122473246135553e-05,599,,
,7.122473246135553e-05,7.122473246135553e-05,599,,
,7.122473246135553e-05,7.122473246135553e-05,599,,
,7.122473246135553e-05,7.122473246135553e-05,599,,
,7.122473246135553e-05,7.122473246135553e-05,599,,
,7.122473246135553e-05,7.122473246135553e-05,599,,
0,,,599,2.505690097808838,
,7.717003567181927e-05,7.717003567181927e-05,649,,
,7.717003567181927e-05,7.717003567181927e-05,649,,
,7.717003567181927e-05,7.717003567181927e-05,649,,
,7.717003567181927e-05,7.717003567181927e-05,649,,
,7.717003567181927e-05,7.717003567181927e-05,649,,
,7.717003567181927e-05,7.717003567181927e-05,649,,
,7.717003567181927e-05,7.717003567181927e-05,649,,
,7.717003567181927e-05,7.717003567181927e-05,649,,
0,,,649,1.6473844051361084,
,8.3115338882283e-05,8.3115338882283e-05,699,,
,8.3115338882283e-05,8.3115338882283e-05,699,,
,8.3115338882283e-05,8.3115338882283e-05,699,,
,8.3115338882283e-05,8.3115338882283e-05,699,,
,8.3115338882283e-05,8.3115338882283e-05,699,,
,8.3115338882283e-05,8.3115338882283e-05,699,,
,8.3115338882283e-05,8.3115338882283e-05,699,,
,8.3115338882283e-05,8.3115338882283e-05,699,,
0,,,699,2.4897611141204834,
,8.906064209274673e-05,8.906064209274673e-05,749,,
,8.906064209274673e-05,8.906064209274673e-05,749,,
,8.906064209274673e-05,8.906064209274673e-05,749,,
,8.906064209274673e-05,8.906064209274673e-05,749,,
,8.906064209274673e-05,8.906064209274673e-05,749,,
,8.906064209274673e-05,8.906064209274673e-05,749,,
,8.906064209274673e-05,8.906064209274673e-05,749,,
,8.906064209274673e-05,8.906064209274673e-05,749,,
0,,,749,1.1235260963439941,
,9.500594530321047e-05,9.500594530321047e-05,799,,
,9.500594530321047e-05,9.500594530321047e-05,799,,
,9.500594530321047e-05,9.500594530321047e-05,799,,
,9.500594530321047e-05,9.500594530321047e-05,799,,
,9.500594530321047e-05,9.500594530321047e-05,799,,
,9.500594530321047e-05,9.500594530321047e-05,799,,
,9.500594530321047e-05,9.500594530321047e-05,799,,
,9.500594530321047e-05,9.500594530321047e-05,799,,
0,,,799,3.0981504917144775,
,9.989433364152688e-05,9.989433364152688e-05,849,,
,9.989433364152688e-05,9.989433364152688e-05,849,,
,9.989433364152688e-05,9.989433364152688e-05,849,,
,9.989433364152688e-05,9.989433364152688e-05,849,,
,9.989433364152688e-05,9.989433364152688e-05,849,,
,9.989433364152688e-05,9.989433364152688e-05,849,,
,9.989433364152688e-05,9.989433364152688e-05,849,,
,9.989433364152688e-05,9.989433364152688e-05,849,,
0,,,849,2.9737026691436768,
,9.923391890106988e-05,9.923391890106988e-05,899,,
,9.923391890106988e-05,9.923391890106988e-05,899,,
,9.923391890106988e-05,9.923391890106988e-05,899,,
,9.923391890106988e-05,9.923391890106988e-05,899,,
,9.923391890106988e-05,9.923391890106988e-05,899,,
,9.923391890106988e-05,9.923391890106988e-05,899,,
,9.923391890106988e-05,9.923391890106988e-05,899,,
,9.923391890106988e-05,9.923391890106988e-05,899,,
0,,,899,2.206325054168701,
,9.857350416061287e-05,9.857350416061287e-05,949,,
,9.857350416061287e-05,9.857350416061287e-05,949,,
,9.857350416061287e-05,9.857350416061287e-05,949,,
,9.857350416061287e-05,9.857350416061287e-05,949,,
,9.857350416061287e-05,9.857350416061287e-05,949,,
,9.857350416061287e-05,9.857350416061287e-05,949,,
,9.857350416061287e-05,9.857350416061287e-05,949,,
,9.857350416061287e-05,9.857350416061287e-05,949,,
0,,,949,2.2038564682006836,
,9.791308942015587e-05,9.791308942015587e-05,999,,
,9.791308942015587e-05,9.791308942015587e-05,999,,
,9.791308942015587e-05,9.791308942015587e-05,999,,
,9.791308942015587e-05,9.791308942015587e-05,999,,
,9.791308942015587e-05,9.791308942015587e-05,999,,
,9.791308942015587e-05,9.791308942015587e-05,999,,
,9.791308942015587e-05,9.791308942015587e-05,999,,
,9.791308942015587e-05,9.791308942015587e-05,999,,
0,,,999,2.653515100479126,
,9.725267467969885e-05,9.725267467969885e-05,1049,,
,9.725267467969885e-05,9.725267467969885e-05,1049,,
,9.725267467969885e-05,9.725267467969885e-05,1049,,
,9.725267467969885e-05,9.725267467969885e-05,1049,,
,9.725267467969885e-05,9.725267467969885e-05,1049,,
,9.725267467969885e-05,9.725267467969885e-05,1049,,
,9.725267467969885e-05,9.725267467969885e-05,1049,,
,9.725267467969885e-05,9.725267467969885e-05,1049,,
0,,,1049,2.399700403213501,
0,,,1051,,0.0
