epoch,lr-AdamW/pg1,lr-AdamW/pg2,step,train_loss,val_loss
,2.3333333333333336e-05,2.3333333333333336e-05,49,,
0,,,49,8.704846382141113,
,4.714285714285714e-05,4.714285714285714e-05,99,,
0,,,99,6.496074199676514,
,7.095238095238096e-05,7.095238095238096e-05,149,,
0,,,149,4.684263706207275,
,9.476190476190476e-05,9.476190476190476e-05,199,,
0,,,199,3.9643473625183105,
,9.793977812995247e-05,9.793977812995247e-05,249,,
0,,,249,3.92791485786438,
,9.529846804014792e-05,9.529846804014792e-05,299,,
0,,,299,3.8220629692077637,
,9.265715795034337e-05,9.265715795034337e-05,349,,
0,,,349,3.717697858810425,
,9.001584786053883e-05,9.001584786053883e-05,399,,
0,,,399,2.785426378250122,
,8.737453777073428e-05,8.737453777073428e-05,449,,
0,,,449,3.501164674758911,
,8.473322768092975e-05,8.473322768092975e-05,499,,
0,,,499,3.44087553024292,
,8.20919175911252e-05,8.20919175911252e-05,549,,
0,,,549,2.6692168712615967,
,7.945060750132066e-05,7.945060750132066e-05,599,,
0,,,599,3.166381597518921,
,7.680929741151611e-05,7.680929741151611e-05,649,,
0,,,649,2.3521578311920166,
,7.416798732171158e-05,7.416798732171158e-05,699,,
0,,,699,4.057766437530518,
,7.152667723190702e-05,7.152667723190702e-05,749,,
0,,,749,3.3792762756347656,
,6.888536714210249e-05,6.888536714210249e-05,799,,
0,,,799,3.357112407684326,
,6.624405705229794e-05,6.624405705229794e-05,849,,
0,,,849,2.569133996963501,
,6.36027469624934e-05,6.36027469624934e-05,899,,
0,,,899,2.680020809173584,
,6.096143687268886e-05,6.096143687268886e-05,949,,
0,,,949,2.5586864948272705,
,5.832012678288431e-05,5.832012678288431e-05,999,,
0,,,999,2.8220303058624268,
,5.567881669307977e-05,5.567881669307977e-05,1049,,
0,,,1049,2.8035876750946045,
,5.303750660327522e-05,5.303750660327522e-05,1099,,
0,,,1099,2.782860279083252,
,5.039619651347068e-05,5.039619651347068e-05,1149,,
0,,,1149,2.457709312438965,
,4.775488642366614e-05,4.775488642366614e-05,1199,,
0,,,1199,2.207322359085083,
,4.5113576333861596e-05,4.5113576333861596e-05,1249,,
0,,,1249,2.5914905071258545,
,4.247226624405705e-05,4.247226624405705e-05,1299,,
0,,,1299,3.2245869636535645,
,3.983095615425251e-05,3.983095615425251e-05,1349,,
0,,,1349,3.2035458087921143,
,3.718964606444797e-05,3.718964606444797e-05,1399,,
0,,,1399,2.9882826805114746,
,3.4548335974643426e-05,3.4548335974643426e-05,1449,,
0,,,1449,2.64278507232666,
,3.190702588483888e-05,3.190702588483888e-05,1499,,
0,,,1499,2.662184000015259,
,2.9265715795034338e-05,2.9265715795034338e-05,1549,,
0,,,1549,2.845372438430786,
,2.6624405705229792e-05,2.6624405705229792e-05,1599,,
0,,,1599,2.422814130783081,
,2.3983095615425253e-05,2.3983095615425253e-05,1649,,
0,,,1649,2.8660004138946533,
,2.1341785525620707e-05,2.1341785525620707e-05,1699,,
0,,,1699,3.2625036239624023,
,1.8700475435816164e-05,1.8700475435816164e-05,1749,,
0,,,1749,3.1301143169403076,
,1.6059165346011622e-05,1.6059165346011622e-05,1799,,
0,,,1799,2.6083602905273438,
,1.341785525620708e-05,1.341785525620708e-05,1849,,
0,,,1849,2.540257692337036,
,1.0776545166402537e-05,1.0776545166402537e-05,1899,,
0,,,1899,3.0922799110412598,
,8.135235076597993e-06,8.135235076597993e-06,1949,,
0,,,1949,3.319431781768799,
,5.49392498679345e-06,5.49392498679345e-06,1999,,
0,,,1999,2.9478726387023926,
,2.8526148969889066e-06,2.8526148969889066e-06,2049,,
0,,,2049,2.615664005279541,
,2.1130480718436346e-07,2.1130480718436346e-07,2099,,
0,,,2099,2.3943982124328613,
0,,,2102,,0.0
